,user_id,ISBN,rating,title,author,Image,publisher,number of ratings
227270,16795,440114756,9,Comes the Blind Fury,John Saul,http://images.amazon.com/images/P/0440114756.01.LZZZZZZZ.jpg,Dell,27
227478,16795,440343194,10,Illusions,Richard Bach,http://images.amazon.com/images/P/0440343194.01.LZZZZZZZ.jpg,Bantam Doubleday Dell,32
227646,16795,044651974X,8,Strange Highways,Dean R. Koontz,http://images.amazon.com/images/P/044651974X.01.LZZZZZZZ.jpg,Warner Books,45
227988,16795,449225046,8,Black Lightning,John Saul,http://images.amazon.com/images/P/0449225046.01.LZZZZZZZ.jpg,Ballantine Books,31
228727,16795,553284118,8,Creature,John Saul,http://images.amazon.com/images/P/0553284118.01.LZZZZZZZ.jpg,Bantam Books,32
228994,16795,553565915,7,Embraced by the Light,Betty J. Eadie,http://images.amazon.com/images/P/0553565915.01.LZZZZZZZ.jpg,Bantam Books,44
229045,16795,553568760,7,Natural Causes,Michael Palmer,http://images.amazon.com/images/P/0553568760.01.LZZZZZZZ.jpg,Bantam Books,41
229308,16795,590477404,5,"Monster Blood II (Goosebumps, No 18)",R. L. Stine,http://images.amazon.com/images/P/0590477404.01.LZZZZZZZ.jpg,Scholastic,22
229876,16795,671737821,5,Honor's Splendour,Julie Garwood,http://images.amazon.com/images/P/0671737821.01.LZZZZZZZ.jpg,Pocket,20
232951,16916,743418719,8,Salem Falls,Jodi Picoult,http://images.amazon.com/images/P/0743418719.01.LZZZZZZZ.jpg,Washington Square Press,23
234577,17950,64407683,10,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,http://images.amazon.com/images/P/0064407683.01.LZZZZZZZ.jpg,HarperCollins,36
234613,17950,64407691,10,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",Lemony Snicket,http://images.amazon.com/images/P/0064407691.01.LZZZZZZZ.jpg,HarperCollins,27
234640,17950,64408639,10,"The Austere Academy (A Series of Unfortunate Events, Book 5)",Lemony Snicket,http://images.amazon.com/images/P/0064408639.01.LZZZZZZZ.jpg,HarperCollins,21
234661,17950,64408647,10,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",Lemony Snicket,http://images.amazon.com/images/P/0064408647.01.LZZZZZZZ.jpg,HarperCollins,21
235185,18067,156711427,5,A Passage to India,E.M. Forster,http://images.amazon.com/images/P/0156711427.01.LZZZZZZZ.jpg,Harvest Books,25
235458,18067,671047329,7,The Third Option,Vince Flynn,http://images.amazon.com/images/P/0671047329.01.LZZZZZZZ.jpg,Pocket Star,23
235984,18401,425177068,10,Family Honor,Robert B. Parker,http://images.amazon.com/images/P/0425177068.01.LZZZZZZZ.jpg,Berkley Publishing Group,21
236093,18401,505525526,5,Single White Vampire,Lynsay Sands,http://images.amazon.com/images/P/0505525526.01.LZZZZZZZ.jpg,Love Spell,24
236553,19085,050552354X,7,Dark Desire (Paranormal Romance),Christine Feehan,http://images.amazon.com/images/P/050552354X.01.LZZZZZZZ.jpg,Love Spell,24
236656,19085,553579983,8,And Then You Die,Iris Johansen,http://images.amazon.com/images/P/0553579983.01.LZZZZZZZ.jpg,Bantam,50
237007,19664,373250134,7,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,http://images.amazon.com/images/P/0373250134.01.LZZZZZZZ.jpg,Red Dress Ink,22
239781,21014,451160533,7,She Who Remembers,Linda Lay Shuler,http://images.amazon.com/images/P/0451160533.01.LZZZZZZZ.jpg,Signet Book,24
240852,21252,553280945,8,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,http://images.amazon.com/images/P/0553280945.01.LZZZZZZZ.jpg,Bantam,34
246475,23902,140008217,10,Brideshead Revisited,Evelyn Waugh,http://images.amazon.com/images/P/0140008217.01.LZZZZZZZ.jpg,Penguin Putnam~mass,22
246669,23902,140324623,10,Anne of Green Gables,L.M. Montgomery,http://images.amazon.com/images/P/0140324623.01.LZZZZZZZ.jpg,Penguin USA,20
246976,23902,330336630,9,The Scold's Bridle,Minette Walters,http://images.amazon.com/images/P/0330336630.01.LZZZZZZZ.jpg,Macmillan Pub Ltd,30
247015,23902,330345605,8,Last Orders,Graham Swift,http://images.amazon.com/images/P/0330345605.01.LZZZZZZZ.jpg,Picador,34
247366,23902,446314277,7,Unnatural Causes,P.d James,http://images.amazon.com/images/P/0446314277.01.LZZZZZZZ.jpg,Warner Books> C/o Little Br,32
248569,24194,451160312,9,I Never Promised You a Rose Garden,Joanne Greenberg,http://images.amazon.com/images/P/0451160312.01.LZZZZZZZ.jpg,Signet Book,22
250202,25409,312983301,5,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,http://images.amazon.com/images/P/0312983301.01.LZZZZZZZ.jpg,St. Martin's Paperbacks,22
251740,25981,380720191,5,The List of 7,Mark Frost,http://images.amazon.com/images/P/0380720191.01.LZZZZZZZ.jpg,Avon,21
251781,25981,380898187,5,Forever in Your Embrace,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380898187.01.LZZZZZZZ.jpg,Avon,21
251875,25981,440223806,5,COWBOY,Joan Johnston,http://images.amazon.com/images/P/0440223806.01.LZZZZZZZ.jpg,Dell Publishing Company,20
252487,25981,821770209,5,About Face,Fern Michaels,http://images.amazon.com/images/P/0821770209.01.LZZZZZZZ.jpg,Zebra Books,27
252783,26516,60508302,9,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,http://images.amazon.com/images/P/0060508302.01.LZZZZZZZ.jpg,Avon Books,20
255260,26535,067168972X,5,The Duchess,Jude Deveraux,http://images.amazon.com/images/P/067168972X.01.LZZZZZZZ.jpg,Pocket,29
255406,26535,758200846,8,Too Much Temptation,Lori Foster,http://images.amazon.com/images/P/0758200846.01.LZZZZZZZ.jpg,BRAVA,22
255854,26535,1575667916,5,Second Chances,Marlene Fanta Shyer,http://images.amazon.com/images/P/1575667916.01.LZZZZZZZ.jpg,Kensington Publishing Corporation,22
258870,26544,1551661586,8,Witchcraft,Jayne Ann Krentz,http://images.amazon.com/images/P/1551661586.01.LZZZZZZZ.jpg,Mira,22
262000,28204,1582343047,7,How to Cook a Tart,Nina Killham,http://images.amazon.com/images/P/1582343047.01.LZZZZZZZ.jpg,Bloomsbury USA,21
263664,28591,373835795,7,Simply Scandalous (Simply (Harlequin)),Carly Phillips,http://images.amazon.com/images/P/0373835795.01.LZZZZZZZ.jpg,Harlequin,22
263686,28591,373835876,7,Simply Sinful (Simply (Harlequin)),Carly Phillips,http://images.amazon.com/images/P/0373835876.01.LZZZZZZZ.jpg,Harlequin,24
264123,28591,515118656,8,The Cove,Catherine Coulter,http://images.amazon.com/images/P/0515118656.01.LZZZZZZZ.jpg,Jove Books,47
264769,28634,312925883,6,Not Without My Daughter,Betty Mahmoody,http://images.amazon.com/images/P/0312925883.01.LZZZZZZZ.jpg,St. Martin's Press,26
264877,28634,449002411,9,The Presence,John Saul,http://images.amazon.com/images/P/0449002411.01.LZZZZZZZ.jpg,Ballantine Books,30
265014,28634,671729462,8,My Sweet Audrina,V.C. Andrews,http://images.amazon.com/images/P/0671729462.01.LZZZZZZZ.jpg,Pocket,21
267889,30276,380808307,7,Just Imagine,Susan Elizabeth Phillips,http://images.amazon.com/images/P/0380808307.01.LZZZZZZZ.jpg,Avon,20
267909,30276,380811065,6,Lady Sophia's Lover,Lisa Kleypas,http://images.amazon.com/images/P/0380811065.01.LZZZZZZZ.jpg,Avon,20
268072,30276,451210646,8,Undone,Virginia Henley,http://images.amazon.com/images/P/0451210646.01.LZZZZZZZ.jpg,Signet Book,20
268327,30276,671571990,7,From This Day,Nora Roberts,http://images.amazon.com/images/P/0671571990.01.LZZZZZZZ.jpg,Silhouette,20
268403,30276,743444264,8,Strangers in the Night,Linda Howard,http://images.amazon.com/images/P/0743444264.01.LZZZZZZZ.jpg,Pocket,27
268488,30276,786889004,7,Dixie City Jam,James Lee Burke,http://images.amazon.com/images/P/0786889004.01.LZZZZZZZ.jpg,Hyperion,20
269101,30511,60529709,8,Everything Is Illuminated : A Novel,Jonathan Safran Foer,http://images.amazon.com/images/P/0060529709.01.LZZZZZZZ.jpg,Perennial,21
269856,30533,425174018,7,Hush Money (Spenser Mysteries),Robert B. Parker,http://images.amazon.com/images/P/0425174018.01.LZZZZZZZ.jpg,Berkley Publishing Group,22
269878,30533,425192741,8,Tricky Business,Dave Barry,http://images.amazon.com/images/P/0425192741.01.LZZZZZZZ.jpg,Berkley Publishing Group,22
270042,30533,553562614,10,Snow Crash,Neal Stephenson,http://images.amazon.com/images/P/0553562614.01.LZZZZZZZ.jpg,Bantam,27
271343,30735,445043016,8,Death of an Expert Witness,P D James,http://images.amazon.com/images/P/0445043016.01.LZZZZZZZ.jpg,Warner Books> C/o Little Br,22
273156,31315,517594994,10,Star Flight,Phyllis A. Whitney,http://images.amazon.com/images/P/0517594994.01.LZZZZZZZ.jpg,Random House Inc,20
273210,31315,525936807,8,Interest of Justice,Nancy Taylor Rosenberg,http://images.amazon.com/images/P/0525936807.01.LZZZZZZZ.jpg,Penguin USA,37
274549,31556,61000280,7,The Fly on the Wall,Tony Hillerman,http://images.amazon.com/images/P/0061000280.01.LZZZZZZZ.jpg,HarperTorch,24
275070,31556,439049989,8,Captain Underpants and the Perilous Plot of Professor Poopypants: The Fourth Epic Novel (Captain Underpants (Paperback)),Dav Pilkey,http://images.amazon.com/images/P/0439049989.01.LZZZZZZZ.jpg,Scholastic,25
279101,32440,451166582,7,The Eyes of the Dragon,Stephen King,http://images.amazon.com/images/P/0451166582.01.LZZZZZZZ.jpg,Signet Book,42
285281,35857,375413596,8,The White,Deborah Larsen,http://images.amazon.com/images/P/0375413596.01.LZZZZZZZ.jpg,Alfred A. Knopf,21
285580,35857,451199340,8,Forget Me Not,Susan Bowden,http://images.amazon.com/images/P/0451199340.01.LZZZZZZZ.jpg,Signet Book,20
287470,35859,345369068,8,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,http://images.amazon.com/images/P/0345369068.01.LZZZZZZZ.jpg,Fawcett Books,20
297034,36606,5557121005,5,Love in Another Town,Barbara Taylor Bradford,http://images.amazon.com/images/P/5557121005.01.LZZZZZZZ.jpg,Books on Tape,35
306212,39616,671536613,5,A Gift of Love,Judith McNaught,http://images.amazon.com/images/P/0671536613.01.LZZZZZZZ.jpg,Pocket,22
313507,46398,440131480,10,Breakfast of Champions,Kurt Vonnegut,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,Dell Publishing Company,26
321156,52199,084395048X,10,Lair of the Lion,Christine Feehan,http://images.amazon.com/images/P/084395048X.01.LZZZZZZZ.jpg,Leisure Books,20
333139,56399,60738197,10,The Stepford Wives,Ira Levin,http://images.amazon.com/images/P/0060738197.01.LZZZZZZZ.jpg,HarperTorch,25
333164,56399,60740450,8,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,http://images.amazon.com/images/P/0060740450.01.LZZZZZZZ.jpg,Perennial,26
334620,56447,393050939,8,Stiff: The Curious Lives of Human Cadavers,Mary Roach,http://images.amazon.com/images/P/0393050939.01.LZZZZZZZ.jpg,W. W. Norton &amp; Company,35
348161,69697,515123854,10,Silent Night,J. D. Robb,http://images.amazon.com/images/P/0515123854.01.LZZZZZZZ.jpg,Jove Books,20
